type,signals,wins,losses,expired,unique_tickers,win_rate,avg_pct,median_pct,avg_days,ev,avg_win,avg_loss,tp,sl,max_hold,rsi7_th,intra_th,ret_field,ret_th,down_th,rsi14_th,price_max,ret5d_th,vol_mult,ret1d_th,gap_th,bb_width_max,bb_pos_th,dist_high_th,rsi14_min,up_days_min
PENNY_CRASH,815,456,337,22,402,56.0,2.6,20.0,4.7,2.6,19.73,-19.16,0.2,-0.2,30,,15.0,,,,20.0,5.0,-30.0,,,,,,,,
PENNY_CRASH,1593,801,721,71,709,50.3,2.6,1.38,6.7,2.6,23.61,-18.66,0.25,-0.2,30,,15.0,,,,25.0,3.0,-25.0,,,,,,,,
PENNY_CRASH,2219,883,1209,127,1102,39.8,2.57,-20.0,8.0,2.57,34.64,-18.63,0.4,-0.2,30,,30.0,,,,30.0,10.0,-25.0,,,,,,,,
PENNY_CRASH,2928,1347,1426,155,1132,46.0,2.54,-10.94,7.7,2.54,27.48,-18.72,0.3,-0.2,30,,15.0,,,,25.0,10.0,-30.0,,,,,,,,
PENNY_CRASH,1170,580,538,52,520,49.6,2.53,-0.42,5.6,2.53,24.19,-18.76,0.25,-0.2,30,,15.0,,,,25.0,5.0,-40.0,,,,,,,,
PENNY_CRASH,552,251,281,20,301,45.5,2.52,-20.0,5.5,2.52,28.26,-18.94,0.3,-0.2,30,,20.0,,,,25.0,3.0,-40.0,,,,,,,,
PENNY_CRASH,505,250,236,19,264,49.5,2.51,-0.41,5.3,2.51,24.23,-18.77,0.25,-0.2,30,,15.0,,,,20.0,3.0,-30.0,,,,,,,,
PENNY_CRASH,1305,511,722,72,638,39.2,2.51,-20.0,7.4,2.51,35.56,-18.76,0.4,-0.2,30,,20.0,,,,25.0,10.0,-40.0,,,,,,,,
PENNY_CRASH,781,357,397,27,499,45.7,2.5,-20.0,5.4,2.5,28.0,-18.97,0.3,-0.2,30,,30.0,,,,30.0,3.0,-30.0,,,,,,,,
PENNY_CRASH,2625,1210,1283,132,1142,46.1,2.5,-11.2,7.6,2.5,27.37,-18.77,0.3,-0.2,30,,20.0,,,,25.0,10.0,-25.0,,,,,,,,
PENNY_CRASH,641,290,320,31,347,45.2,2.49,-16.67,5.9,2.49,28.31,-18.83,0.3,-0.2,30,,20.0,,,,20.0,10.0,-40.0,,,,,,,,
PENNY_CRASH,187,92,91,4,127,49.2,2.48,-2.04,3.0,2.48,25.0,-19.32,0.25,-0.2,30,,30.0,,,,20.0,5.0,-50.0,,,,,,,,
PENNY_CRASH,456,228,213,15,268,50.0,2.47,0.7,5.6,2.47,23.95,-19.01,0.25,-0.2,30,,20.0,,,,20.0,3.0,-25.0,,,,,,,,
PENNY_CRASH,2484,969,1367,148,911,39.0,2.47,-20.0,7.9,2.47,35.52,-18.67,0.4,-0.2,30,,15.0,,,,30.0,10.0,-40.0,,,,,,,,
PENNY_CRASH,2094,958,1039,97,958,45.7,2.46,-14.18,6.8,2.46,27.72,-18.84,0.3,-0.2,30,,20.0,,,,25.0,10.0,-30.0,,,,,,,,
PENNY_CRASH,1112,509,542,61,595,45.8,2.46,-11.74,7.3,2.46,27.52,-18.7,0.3,-0.2,30,,20.0,,,,20.0,10.0,-25.0,,,,,,,,
PENNY_CRASH,1840,722,1025,93,956,39.2,2.45,-20.0,7.1,2.45,35.31,-18.77,0.4,-0.2,30,,30.0,,,,30.0,10.0,-30.0,,,,,,,,
PENNY_CRASH,804,312,449,43,436,38.8,2.45,-20.0,7.0,2.45,35.76,-18.68,0.4,-0.2,30,,20.0,,,,30.0,3.0,-40.0,,,,,,,,
BB_SQUEEZE,12481,8494,315,3672,4410,68.1,2.45,2.09,12.5,2.45,5.22,-3.46,0.1,-0.15,15,,,,,,25.0,,,,,,15.0,-0.1,,,
PENNY_CRASH,1082,420,597,65,493,38.8,2.44,-20.0,7.7,2.44,35.51,-18.54,0.4,-0.2,30,,15.0,,,,30.0,3.0,-40.0,,,,,,,,
PENNY_CRASH,2987,1358,1479,150,1168,45.5,2.43,-12.74,7.3,2.43,27.82,-18.74,0.3,-0.2,30,,20.0,,,,30.0,5.0,-25.0,,,,,,,,
PENNY_CRASH,508,227,262,19,244,44.7,2.42,-20.0,5.5,2.42,29.02,-19.08,0.3,-0.2,30,,15.0,,,,20.0,10.0,-50.0,,,,,,,,
BB_SQUEEZE,12481,8412,730,3339,4410,67.4,2.4,2.01,12.2,2.4,5.21,-3.4,0.1,-0.1,15,,,,,,25.0,,,,,,15.0,-0.1,,,
PENNY_CRASH,2270,1026,1142,102,968,45.2,2.4,-20.0,6.4,2.4,28.16,-18.85,0.3,-0.2,30,,20.0,,,,30.0,5.0,-30.0,,,,,,,,
PENNY_CRASH,910,411,451,48,490,45.2,2.38,-13.64,6.5,2.38,28.02,-18.74,0.3,-0.2,30,,20.0,,,,20.0,10.0,-30.0,,,,,,,,
PENNY_CRASH,1227,609,564,54,567,49.6,2.38,0.0,6.1,2.38,23.75,-18.69,0.25,-0.2,30,,15.0,,,,25.0,3.0,-30.0,,,,,,,,
PENNY_CRASH,1390,631,693,66,803,45.4,2.36,-14.9,6.7,2.36,27.75,-18.75,0.3,-0.2,30,,30.0,,,,25.0,10.0,-25.0,,,,,,,,
PENNY_CRASH,2755,1368,1259,128,1025,49.7,2.36,0.0,6.9,2.36,23.67,-18.66,0.25,-0.2,30,,15.0,,,,30.0,3.0,-25.0,,,,,,,,
PENNY_CRASH,812,314,453,45,497,38.7,2.35,-20.0,6.7,2.35,35.63,-18.63,0.4,-0.2,30,,30.0,,,,25.0,10.0,-40.0,,,,,,,,
PENNY_CRASH,429,237,182,10,240,55.2,2.35,20.0,3.4,2.35,19.87,-19.28,0.2,-0.2,30,,20.0,,,,20.0,5.0,-40.0,,,,,,,,
PENNY_CRASH,1530,692,770,68,838,45.2,2.34,-20.0,6.3,2.34,27.98,-18.84,0.3,-0.2,30,,30.0,,,,30.0,5.0,-25.0,,,,,,,,
PENNY_CRASH,275,135,130,10,186,49.1,2.33,-2.04,4.0,2.33,24.42,-18.96,0.25,-0.2,30,,30.0,,,,20.0,5.0,-40.0,,,,,,,,
PENNY_CRASH,213,104,103,6,106,48.8,2.32,-0.43,4.0,2.32,24.78,-19.1,0.25,-0.2,30,,15.0,,,,20.0,3.0,-50.0,,,,,,,,
PENNY_CRASH,729,404,305,20,420,55.4,2.31,20.0,4.8,2.31,19.62,-19.2,0.2,-0.2,30,,20.0,,,,20.0,5.0,-25.0,,,,,,,,
PENNY_CRASH,377,185,178,14,223,49.1,2.31,-1.52,4.8,2.31,24.25,-18.83,0.25,-0.2,30,,20.0,,,,20.0,3.0,-30.0,,,,,,,,
PENNY_CRASH,1285,574,655,56,624,44.7,2.3,-20.0,5.6,2.3,28.51,-18.86,0.3,-0.2,30,,20.0,,,,30.0,5.0,-40.0,,,,,,,,
PENNY_CRASH,1868,723,1047,98,832,38.7,2.3,-20.0,7.2,2.3,35.73,-18.81,0.4,-0.2,30,,20.0,,,,30.0,10.0,-40.0,,,,,,,,
PENNY_CRASH,1415,638,716,61,702,45.1,2.3,-20.0,6.4,2.3,28.03,-18.82,0.3,-0.2,30,,20.0,,,,30.0,3.0,-30.0,,,,,,,,
PENNY_CRASH,497,192,291,14,294,38.6,2.3,-20.0,5.0,2.3,36.57,-19.28,0.4,-0.2,30,,30.0,,,,30.0,5.0,-50.0,,,,,,,,
PENNY_CRASH,1778,879,825,74,842,49.4,2.29,-0.84,6.4,2.29,23.86,-18.8,0.25,-0.2,30,,20.0,,,,25.0,5.0,-25.0,,,,,,,,
PENNY_CRASH,1580,788,716,76,723,49.9,2.29,0.0,7.0,2.29,23.49,-18.8,0.25,-0.2,30,,15.0,,,,20.0,10.0,-25.0,,,,,,,,
PENNY_CRASH,4385,2170,2004,211,1345,49.5,2.29,-0.81,7.1,2.29,23.72,-18.71,0.25,-0.2,30,,15.0,,,,30.0,5.0,-25.0,,,,,,,,
PENNY_CRASH,822,402,384,36,384,48.9,2.26,-2.12,5.4,2.26,24.31,-18.85,0.25,-0.2,30,,15.0,,,,20.0,10.0,-40.0,,,,,,,,
PENNY_CRASH,1711,766,862,83,709,44.8,2.25,-20.0,6.6,2.25,28.28,-18.85,0.3,-0.2,30,,15.0,,,,25.0,10.0,-40.0,,,,,,,,
BB_SQUEEZE,12481,8557,307,3617,4410,68.6,2.23,2.22,11.7,2.23,4.82,-3.44,0.08,-0.15,15,,,,,,25.0,,,,,,15.0,-0.1,,,
PENNY_CRASH,6449,2928,3144,377,1745,45.4,2.22,-11.33,8.4,2.22,27.28,-18.61,0.3,-0.2,30,,15.0,,,,30.0,10.0,-25.0,,,,,,,,
PENNY_CRASH,1968,1082,822,64,812,55.0,2.2,20.0,5.2,2.2,19.57,-19.0,0.2,-0.2,30,,15.0,,,,25.0,5.0,-30.0,,,,,,,,
PENNY_CRASH,1242,610,574,58,586,49.1,2.2,-1.78,6.2,2.2,23.97,-18.82,0.25,-0.2,30,,15.0,,,,20.0,10.0,-30.0,,,,,,,,
PENNY_CRASH,637,351,271,15,326,55.1,2.19,20.0,4.8,2.19,19.61,-19.18,0.2,-0.2,30,,15.0,,,,20.0,3.0,-25.0,,,,,,,,
PENNY_CRASH,2556,1406,1060,90,995,55.0,2.19,20.0,5.8,2.19,19.44,-18.91,0.2,-0.2,30,,15.0,,,,25.0,5.0,-25.0,,,,,,,,
PENNY_CRASH,804,359,413,32,485,44.7,2.19,-20.0,5.0,2.19,28.33,-18.91,0.3,-0.2,30,,30.0,,,,30.0,5.0,-40.0,,,,,,,,
PENNY_CRASH,1195,537,603,55,708,44.9,2.19,-20.0,6.1,2.19,27.88,-18.77,0.3,-0.2,30,,30.0,,,,25.0,10.0,-30.0,,,,,,,,
BB_SQUEEZE,12481,8481,711,3289,4410,68.0,2.19,2.14,11.4,2.19,4.82,-3.37,0.08,-0.1,15,,,,,,25.0,,,,,,15.0,-0.1,,,
PENNY_CRASH,1422,696,668,58,691,48.9,2.17,-1.64,5.7,2.17,24.07,-18.82,0.25,-0.2,30,,20.0,,,,25.0,5.0,-30.0,,,,,,,,
PENNY_CRASH,1269,568,650,51,711,44.8,2.17,-20.0,5.5,2.17,28.19,-18.92,0.3,-0.2,30,,30.0,,,,30.0,5.0,-30.0,,,,,,,,
PENNY_CRASH,213,117,93,3,106,54.9,2.15,20.0,3.1,2.15,19.85,-19.43,0.2,-0.2,30,,15.0,,,,20.0,3.0,-50.0,,,,,,,,
PENNY_CRASH,264,129,126,9,155,48.9,2.15,-1.94,4.2,2.15,24.23,-18.94,0.25,-0.2,30,,20.0,,,,20.0,3.0,-40.0,,,,,,,,
PENNY_CRASH,526,200,293,33,352,38.0,2.14,-20.0,7.1,2.14,35.88,-18.56,0.4,-0.2,30,,30.0,,,,20.0,10.0,-30.0,,,,,,,,
PENNY_CRASH,339,165,161,13,174,48.7,2.13,-0.43,4.6,2.13,24.18,-18.78,0.25,-0.2,30,,15.0,,,,20.0,3.0,-40.0,,,,,,,,
PENNY_CRASH,400,197,189,14,274,49.2,2.12,-2.37,5.2,2.12,23.95,-19.07,0.25,-0.2,30,,30.0,,,,20.0,5.0,-25.0,,,,,,,,
PENNY_CRASH,350,170,167,13,236,48.6,2.12,-4.0,4.3,2.12,24.45,-18.96,0.25,-0.2,30,,30.0,,,,20.0,5.0,-30.0,,,,,,,,
PENNY_CRASH,3187,1560,1489,138,1101,48.9,2.12,-2.63,6.2,2.12,23.98,-18.84,0.25,-0.2,30,,15.0,,,,30.0,5.0,-30.0,,,,,,,,
PENNY_CRASH,172,83,85,4,98,48.3,2.1,-6.3,3.5,2.1,25.0,-19.25,0.25,-0.2,30,,20.0,,,,20.0,3.0,-50.0,,,,,,,,
PENNY_CRASH,4346,1954,2160,232,1504,45.0,2.09,-15.25,7.5,2.09,27.58,-18.72,0.3,-0.2,30,,20.0,,,,30.0,10.0,-25.0,,,,,,,,
PENNY_CRASH,496,222,258,16,337,44.8,2.09,-20.0,4.8,2.09,28.18,-19.05,0.3,-0.2,30,,30.0,,,,30.0,3.0,-40.0,,,,,,,,
PENNY_CRASH,3830,1893,1749,188,1368,49.4,2.08,-0.84,7.4,2.08,23.39,-18.74,0.25,-0.2,30,,15.0,,,,25.0,10.0,-25.0,,,,,,,,
PENNY_CRASH,948,462,445,41,580,48.7,2.08,-2.32,5.6,2.08,24.0,-18.76,0.25,-0.2,30,,30.0,,,,25.0,5.0,-25.0,,,,,,,,
PENNY_CRASH,1118,550,527,41,577,49.2,2.07,-1.44,6.1,2.07,23.7,-18.88,0.25,-0.2,30,,20.0,,,,25.0,3.0,-25.0,,,,,,,,
PENNY_CRASH,1863,915,875,73,864,49.1,2.07,-1.52,6.2,2.07,23.75,-18.86,0.25,-0.2,30,,20.0,,,,30.0,3.0,-25.0,,,,,,,,
PENNY_CRASH,4651,2088,2324,239,1449,44.9,2.07,-17.67,7.5,2.07,27.67,-18.78,0.3,-0.2,30,,15.0,,,,30.0,10.0,-30.0,,,,,,,,
PENNY_CRASH,955,366,546,43,398,38.3,2.05,-20.0,6.9,2.05,35.88,-18.97,0.4,-0.2,30,,15.0,,,,30.0,5.0,-50.0,,,,,,,,
PENNY_CRASH,675,299,353,23,297,44.3,2.04,-20.0,5.6,2.04,28.64,-19.11,0.3,-0.2,30,,15.0,,,,25.0,5.0,-50.0,,,,,,,,
PENNY_CRASH,1593,871,671,51,709,54.7,2.04,20.0,5.4,2.04,19.44,-18.95,0.2,-0.2,30,,15.0,,,,25.0,3.0,-25.0,,,,,,,,
PENNY_CRASH,3296,1473,1674,149,1262,44.7,2.04,-20.0,6.6,2.04,27.95,-18.9,0.3,-0.2,30,,20.0,,,,30.0,10.0,-30.0,,,,,,,,
PENNY_CRASH,1305,580,668,57,638,44.4,2.03,-20.0,6.0,2.03,28.24,-18.94,0.3,-0.2,30,,20.0,,,,25.0,10.0,-40.0,,,,,,,,
PENNY_CRASH,598,326,257,15,340,54.5,2.02,20.0,3.9,2.02,19.77,-19.25,0.2,-0.2,30,,20.0,,,,20.0,5.0,-30.0,,,,,,,,
PENNY_CRASH,339,184,146,9,174,54.3,2.01,20.0,3.4,2.01,19.73,-19.03,0.2,-0.2,30,,15.0,,,,20.0,3.0,-40.0,,,,,,,,
PENNY_CRASH,115,51,62,2,80,44.3,2.0,-20.0,3.4,2.0,28.91,-19.45,0.3,-0.2,30,,30.0,,,,20.0,3.0,-50.0,,,,,,,,
PENNY_CRASH,892,432,426,34,453,48.4,1.99,-3.46,5.0,1.99,24.22,-18.9,0.25,-0.2,30,,20.0,,,,25.0,5.0,-40.0,,,,,,,,
PENNY_CRASH,2928,1432,1359,137,1132,48.9,1.99,-2.12,6.7,1.99,23.7,-18.79,0.25,-0.2,30,,15.0,,,,25.0,10.0,-30.0,,,,,,,,
PENNY_CRASH,508,244,247,17,244,48.0,1.99,-6.3,4.6,1.99,24.78,-19.08,0.25,-0.2,30,,15.0,,,,20.0,10.0,-50.0,,,,,,,,
PENNY_CRASH,1170,634,498,38,520,54.2,1.98,20.0,4.5,1.98,19.71,-19.0,0.2,-0.2,30,,15.0,,,,25.0,5.0,-40.0,,,,,,,,
PENNY_CRASH,815,394,386,35,501,48.3,1.97,-3.46,5.0,1.97,24.11,-18.76,0.25,-0.2,30,,30.0,,,,25.0,5.0,-30.0,,,,,,,,
PENNY_CRASH,1995,970,938,87,808,48.6,1.97,-2.7,6.1,1.97,23.87,-18.76,0.25,-0.2,30,,15.0,,,,30.0,3.0,-30.0,,,,,,,,
PENNY_CRASH,2484,1097,1265,122,911,44.2,1.97,-20.0,6.5,1.97,28.25,-18.83,0.3,-0.2,30,,15.0,,,,30.0,10.0,-40.0,,,,,,,,
PENNY_CRASH,1154,438,662,54,649,38.0,1.97,-20.0,6.3,1.97,35.98,-18.84,0.4,-0.2,30,,30.0,,,,30.0,10.0,-40.0,,,,,,,,
PENNY_CRASH,641,308,305,28,347,48.0,1.96,-4.42,4.8,1.96,24.45,-18.85,0.25,-0.2,30,,20.0,,,,20.0,10.0,-40.0,,,,,,,,
PENNY_CRASH,593,290,281,22,393,48.9,1.96,-1.96,5.3,1.96,23.75,-18.89,0.25,-0.2,30,,30.0,,,,25.0,3.0,-25.0,,,,,,,,
PENNY_CRASH,405,177,212,16,220,43.7,1.95,-20.0,5.0,1.95,28.97,-19.02,0.3,-0.2,30,,20.0,,,,20.0,10.0,-50.0,,,,,,,,
PENNY_CRASH,2755,1498,1162,95,1025,54.4,1.95,20.0,5.6,1.95,19.45,-18.89,0.2,-0.2,30,,15.0,,,,30.0,3.0,-25.0,,,,,,,,
BB_SQUEEZE,33909,21767,1107,11035,6897,64.2,1.95,1.41,13.5,1.95,5.22,-3.91,0.2,-0.15,15,,,,,,30.0,,,,,,15.0,-0.1,,,
PENNY_CRASH,278,151,123,4,153,54.3,1.94,20.0,2.8,1.94,20.0,-19.52,0.2,-0.2,30,,20.0,,,,20.0,5.0,-50.0,,,,,,,,
PENNY_CRASH,602,231,332,39,396,38.4,1.94,-20.0,7.8,1.94,34.86,-18.55,0.4,-0.2,30,,30.0,,,,20.0,10.0,-25.0,,,,,,,,
BB_SQUEEZE,33909,21814,1092,11003,6897,64.3,1.93,1.43,13.4,1.93,5.16,-3.9,0.15,-0.15,15,,,,,,30.0,,,,,,15.0,-0.1,,,
PENNY_CRASH,456,248,198,10,268,54.4,1.93,20.0,4.3,1.93,19.74,-19.31,0.2,-0.2,30,,20.0,,,,20.0,3.0,-25.0,,,,,,,,
PENNY_CRASH,505,274,219,12,264,54.3,1.93,20.0,4.3,1.93,19.7,-19.14,0.2,-0.2,30,,15.0,,,,20.0,3.0,-30.0,,,,,,,,
PENNY_CRASH,174,77,91,6,122,44.3,1.93,-20.0,4.5,1.93,28.32,-19.01,0.3,-0.2,30,,30.0,,,,20.0,3.0,-40.0,,,,,,,,
PENNY_CRASH,1727,833,817,77,709,48.2,1.92,-4.42,5.5,1.92,24.15,-18.79,0.25,-0.2,30,,15.0,,,,30.0,5.0,-40.0,,,,,,,,
PENNY_CRASH,1227,667,524,36,567,54.4,1.91,20.0,4.9,1.91,19.51,-19.06,0.2,-0.2,30,,15.0,,,,25.0,3.0,-30.0,,,,,,,,
PENNY_CRASH,264,143,115,6,155,54.2,1.9,20.0,2.9,1.9,19.78,-19.24,0.2,-0.2,30,,20.0,,,,20.0,3.0,-40.0,,,,,,,,
PENNY_CRASH,416,159,243,14,191,38.2,1.9,-20.0,6.8,1.9,35.82,-19.09,0.4,-0.2,30,,15.0,,,,25.0,3.0,-50.0,,,,,,,,
PENNY_CRASH,510,193,299,18,307,37.8,1.89,-20.0,5.4,1.89,36.35,-19.09,0.4,-0.2,30,,30.0,,,,25.0,10.0,-50.0,,,,,,,,
BB_SQUEEZE,33909,21497,2659,9753,6897,63.4,1.89,1.34,13.1,1.89,5.21,-3.86,0.2,-0.1,15,,,,,,30.0,,,,,,15.0,-0.1,,,
PENNY_CRASH,2987,1448,1408,131,1168,48.5,1.88,-3.68,6.3,1.88,23.89,-18.82,0.25,-0.2,30,,20.0,,,,30.0,5.0,-25.0,,,,,,,,
PENNY_CRASH,4385,2373,1850,162,1345,54.1,1.86,20.0,5.8,1.86,19.46,-18.9,0.2,-0.2,30,,15.0,,,,30.0,5.0,-25.0,,,,,,,,
PENNY_CRASH,2219,983,1132,104,1102,44.3,1.86,-20.0,6.5,1.86,27.84,-18.81,0.3,-0.2,30,,30.0,,,,30.0,10.0,-25.0,,,,,,,,
BB_SQUEEZE,33909,21542,2635,9732,6897,63.5,1.86,1.36,13.0,1.86,5.14,-3.85,0.15,-0.1,15,,,,,,30.0,,,,,,15.0,-0.1,,,
PENNY_CRASH,1082,474,556,52,493,43.8,1.84,-20.0,6.2,1.84,28.19,-18.71,0.3,-0.2,30,,15.0,,,,30.0,3.0,-40.0,,,,,,,,
PENNY_CRASH,804,352,419,33,436,43.8,1.84,-20.0,5.5,1.84,28.43,-18.87,0.3,-0.2,30,,20.0,,,,30.0,3.0,-40.0,,,,,,,,
PENNY_CRASH,822,442,356,24,384,53.8,1.84,20.0,4.2,1.84,19.85,-19.11,0.2,-0.2,30,,15.0,,,,20.0,10.0,-40.0,,,,,,,,
PENNY_CRASH,350,170,168,12,240,48.6,1.83,-2.71,4.2,1.83,23.79,-18.92,0.25,-0.2,30,,30.0,,,,25.0,3.0,-40.0,,,,,,,,
PENNY_CRASH,725,349,347,29,344,48.1,1.83,-3.46,5.2,1.83,24.06,-18.8,0.25,-0.2,30,,15.0,,,,25.0,3.0,-40.0,,,,,,,,
PENNY_CRASH,910,437,430,43,490,48.0,1.82,-4.78,5.5,1.82,24.13,-18.78,0.25,-0.2,30,,20.0,,,,20.0,10.0,-30.0,,,,,,,,
PENNY_CRASH,1112,538,520,54,595,48.4,1.82,-3.86,6.2,1.82,23.77,-18.76,0.25,-0.2,30,,20.0,,,,20.0,10.0,-25.0,,,,,,,,
PENNY_CRASH,897,434,429,34,478,48.4,1.81,-3.45,5.5,1.81,23.83,-18.83,0.25,-0.2,30,,20.0,,,,25.0,3.0,-30.0,,,,,,,,
PENNY_CRASH,6450,3135,2990,325,1745,48.6,1.81,-3.64,7.3,1.81,23.52,-18.73,0.25,-0.2,30,,15.0,,,,30.0,10.0,-25.0,,,,,,,,
PENNY_CRASH,1580,857,668,55,723,54.2,1.8,20.0,5.7,1.8,19.38,-19.05,0.2,-0.2,30,,15.0,,,,20.0,10.0,-25.0,,,,,,,,
PENNY_CRASH,1868,819,969,80,832,43.8,1.8,-20.0,5.8,1.8,28.38,-18.95,0.3,-0.2,30,,20.0,,,,30.0,10.0,-40.0,,,,,,,,
BB_SQUEEZE,20732,12495,458,7779,4856,60.3,1.79,0.92,13.6,1.79,4.95,-3.01,0.2,-0.15,15,,,,,,25.0,,,,,,15.0,0.0,,,
PENNY_CRASH,511,248,245,18,342,48.5,1.78,-3.46,4.8,1.78,23.72,-18.91,0.25,-0.2,30,,30.0,,,,25.0,3.0,-30.0,,,,,,,,
PENNY_CRASH,220,85,130,5,145,38.6,1.78,-20.0,5.1,1.78,35.28,-19.32,0.4,-0.2,30,,30.0,,,,25.0,3.0,-50.0,,,,,,,,
PENNY_CRASH,2625,1272,1236,117,1142,48.5,1.77,-3.65,6.5,1.77,23.7,-18.83,0.25,-0.2,30,,20.0,,,,25.0,10.0,-25.0,,,,,,,,
BB_SQUEEZE,20732,12517,445,7770,4856,60.4,1.77,0.93,13.5,1.77,4.9,-2.99,0.15,-0.15,15,,,,,,25.0,,,,,,15.0,0.0,,,
PENNY_CRASH,560,268,268,24,355,47.9,1.77,-3.94,4.5,1.77,24.11,-18.73,0.25,-0.2,30,,30.0,,,,25.0,5.0,-40.0,,,,,,,,
BB_SQUEEZE,33909,21960,1055,10894,6897,64.8,1.77,1.5,12.6,1.77,4.84,-3.87,0.1,-0.15,15,,,,,,30.0,,,,,,15.0,-0.1,,,
BB_SQUEEZE,20732,12397,1046,7289,4856,59.8,1.76,0.87,13.3,1.76,4.93,-2.95,0.2,-0.1,15,,,,,,25.0,,,,,,15.0,0.0,,,
PENNY_CRASH,2270,1090,1090,90,968,48.0,1.76,-5.46,5.5,1.76,24.15,-18.93,0.25,-0.2,30,,20.0,,,,30.0,5.0,-30.0,,,,,,,,
PENNY_CRASH,533,200,315,18,269,37.5,1.76,-20.0,6.0,1.76,36.59,-19.15,0.4,-0.2,30,,20.0,,,,25.0,5.0,-50.0,,,,,,,,
PENNY_CRASH,951,460,457,34,591,48.4,1.76,-3.59,5.3,1.76,23.82,-18.92,0.25,-0.2,30,,30.0,,,,30.0,3.0,-25.0,,,,,,,,
BB_SQUEEZE,20732,12418,1032,7282,4856,59.9,1.75,0.88,13.2,1.75,4.89,-2.94,0.15,-0.1,15,,,,,,25.0,,,,,,15.0,0.0,,,
PENNY_CRASH,976,366,568,42,405,37.5,1.73,-20.0,6.9,1.73,36.3,-19.01,0.4,-0.2,30,,15.0,,,,25.0,10.0,-50.0,,,,,,,,
BB_SQUEEZE,12481,8838,274,3369,4410,70.8,1.73,3.11,9.6,1.73,3.82,-3.36,0.05,-0.15,15,,,,,,25.0,,,,,,15.0,-0.1,,,
PENNY_CRASH,2094,1007,999,88,958,48.1,1.72,-5.25,5.8,1.72,23.96,-18.88,0.25,-0.2,30,,20.0,,,,25.0,10.0,-30.0,,,,,,,,
BB_SQUEEZE,33909,21687,2572,9650,6897,64.0,1.71,1.42,12.3,1.71,4.83,-3.83,0.1,-0.1,15,,,,,,30.0,,,,,,15.0,-0.1,,,
PENNY_CRASH,1778,955,766,57,842,53.7,1.7,20.0,5.2,1.7,19.53,-19.0,0.2,-0.2,30,,20.0,,,,25.0,5.0,-25.0,,,,,,,,
PENNY_CRASH,3187,1711,1375,101,1101,53.7,1.69,20.0,5.1,1.69,19.58,-19.06,0.2,-0.2,30,,15.0,,,,30.0,5.0,-30.0,,,,,,,,
BB_SQUEEZE,12481,8759,643,3079,4410,70.2,1.69,3.0,9.4,1.69,3.82,-3.31,0.05,-0.1,15,,,,,,25.0,,,,,,15.0,-0.1,,,
PENNY_CRASH,350,188,153,9,240,53.7,1.69,20.0,3.1,1.69,19.63,-19.13,0.2,-0.2,30,,30.0,,,,25.0,3.0,-40.0,,,,,,,,
PENNY_CRASH,377,202,166,9,223,53.6,1.67,20.0,3.7,1.67,19.75,-19.19,0.2,-0.2,30,,20.0,,,,20.0,3.0,-30.0,,,,,,,,
PENNY_CRASH,1242,666,537,39,586,53.6,1.65,20.0,5.0,1.65,19.6,-19.12,0.2,-0.2,30,,15.0,,,,20.0,10.0,-30.0,,,,,,,,
PENNY_CRASH,275,146,121,8,186,53.1,1.65,20.0,2.9,1.65,20.0,-19.11,0.2,-0.2,30,,30.0,,,,20.0,5.0,-40.0,,,,,,,,
BB_SQUEEZE,7107,4409,124,2574,2633,62.0,1.65,0.91,13.6,1.65,4.21,-2.54,0.2,-0.15,15,,,,,,25.0,,,,,,10.0,-0.1,,,
PENNY_CRASH,1995,1070,864,61,808,53.6,1.65,20.0,5.0,1.65,19.52,-19.03,0.2,-0.2,30,,15.0,,,,30.0,3.0,-30.0,,,,,,,,
PENNY_CRASH,1415,677,684,54,702,47.8,1.65,-5.19,5.4,1.65,24.04,-18.89,0.25,-0.2,30,,20.0,,,,30.0,3.0,-30.0,,,,,,,,
BB_SQUEEZE,7107,4418,115,2574,2633,62.2,1.64,0.92,13.5,1.64,4.16,-2.5,0.15,-0.15,15,,,,,,25.0,,,,,,10.0,-0.1,,,
PENNY_CRASH,812,354,422,36,497,43.6,1.64,-20.0,5.6,1.64,28.11,-18.82,0.3,-0.2,30,,30.0,,,,25.0,10.0,-40.0,,,,,,,,
PENNY_CRASH,1711,815,823,73,709,47.6,1.64,-6.7,5.7,1.64,24.22,-18.91,0.25,-0.2,30,,15.0,,,,25.0,10.0,-40.0,,,,,,,,
PENNY_CRASH,725,388,317,20,344,53.5,1.64,20.0,4.0,1.64,19.63,-19.07,0.2,-0.2,30,,15.0,,,,25.0,3.0,-40.0,,,,,,,,
PENNY_CRASH,1840,805,960,75,956,43.8,1.64,-20.0,5.8,1.64,28.08,-18.93,0.3,-0.2,30,,30.0,,,,30.0,10.0,-30.0,,,,,,,,
BB_SQUEEZE,33909,22175,1023,10711,6897,65.4,1.64,1.61,11.9,1.64,4.54,-3.85,0.08,-0.15,15,,,,,,30.0,,,,,,15.0,-0.1,,,
BB_SQUEEZE,20732,12573,425,7734,4856,60.6,1.64,0.97,12.8,1.64,4.63,-2.97,0.1,-0.15,15,,,,,,25.0,,,,,,15.0,0.0,,,
BB_SQUEEZE,12481,8296,229,3956,4410,66.5,1.63,1.09,8.3,1.63,3.9,-2.88,0.1,-0.15,10,,,,,,25.0,,,,,,15.0,-0.1,,,
