strategy,ticker,date,scan_time,price,rsi7,intraday,ret1d,consec_down,dist_low5,tp_price,sl_price
C,SMU,2026-04-07,06:56 KST,9.7,19.9,20.6,-19.7,4,0.31,10.18,7.76
