strategy,ticker,date,scan_time,price,rsi7,intraday,ret1d,consec_down,dist_low5,tp_price,sl_price
3,ULH,2026-05-04,07:15 KST,16.13,15.2,39.6,-28.0,4,1.64,16.94,12.9
