ticker,date,year,month,day_of_week,quarter,surge_open,surge_high,surge_low,surge_close,surge_volume,prev_close,daily_return_pct,open_gap_pct,price_before_surge,is_penny_stock,is_micro_price,is_sub_10,price_bucket,intraday_range_pct,avg_vol_5d,avg_vol_10d,avg_vol_20d,surge_vol_vs_5d,surge_vol_vs_20d,is_low_vol_before,is_very_low_vol,vol_trend_5d,ret_1d_before,ret_3d_before,ret_5d_before,ret_10d_before,ret_20d_before,ret_40d_before,ret_60d_before,max_drawdown_5d,volatility_5d,volatility_10d,volatility_20d,atr_14,atr_pct_of_price,avg_intraday_range_20d,rsi_7,rsi_14,rsi_7_oversold,rsi_14_oversold,bb_width,bb_position,below_lower_bb,bb_squeeze,macd,macd_signal,macd_histogram,stoch_k,stoch_d,williams_r,mfi_14,cci_20,adx_14,obv_5d_slope,obv_20d_slope,dist_from_sma5_pct,dist_from_sma10_pct,dist_from_sma20_pct,dist_from_sma50_pct,below_all_sma,dist_from_20d_high_pct,dist_from_20d_low_pct,dist_from_period_high_pct,dist_from_period_low_pct,consecutive_down_days,consecutive_up_days,prev_day_gap_down,green_candle_ratio_5d,gap_up_on_surge,next_1d_return,next_3d_return,next_5d_return,next_5d_max_drawdown,next_5d_max_gain
PHIO,2025-01-13,2025,1,0,1,4.16,9.79,4.11,6.6,281979200,1.69,290.53,146.15,1.69,1,0,1,$1-5,138.2,113900,165520,995080,2475.67,283.37,0,0,-88.55,0.0,-6.63,-14.21,-19.14,-37.41,-33.98,-38.77,-14.21,4.44,4.54,10.16,0.367,21.72,16.95,29.2,34.69,1,0,79.45,0.2311,0.0,0.0,-0.2346,-0.2048,-0.0298,10.88,13.61,-89.12,62.03,-91.13,13.84,-6.34,407.08,-6.11,-9.24,-21.36,-32.81,1,-45.62,10.46,-56.44,10.46,0,0,0,0.2,146.15,-45.76,-55.91,-62.42,-63.48,-27.73
RGC,2024-07-23,2024,7,1,3,0.0947,0.8537,0.0947,0.3937,51474800,0.0887,343.92,6.83,0.0887,1,1,1,<$1,801.11,20520,41800,46360,2508.52,1110.33,1,1,-55.74,-1.46,4.98,5.18,-3.16,-1.52,-32.6,-37.01,-6.32,3.99,3.73,6.25,0.0075,8.47,7.14,47.43,41.24,0,0,19.89,0.4581,0.0,1.0,-0.0065,-0.0077,0.0012,19.77,14.2,-80.23,59.23,-69.6,23.86,-8.47,-2.4,2.66,0.02,-0.83,-20.92,0,-29.05,11.22,-49.63,11.22,1,0,1,0.2,6.83,-9.76,-17.85,-26.27,-41.84,40.37
RGC,2025-03-13,2025,3,3,1,0.1142,0.3908,0.1142,0.3708,886490600,0.1105,235.48,3.33,0.1105,1,1,1,<$1,242.16,316920,307800,456570,2797.21,1941.63,0,0,-30.59,4.22,2.26,-0.52,-13.58,12.3,-13.58,-23.5,-4.55,2.66,4.6,5.12,0.0108,9.81,9.06,49.58,48.78,0,0,35.09,0.5022,0.0,0.0,-0.0006,-0.0003,-0.0004,15.91,14.43,-84.09,73.98,1.0,43.32,-5.2,10.33,1.6,-1.36,0.08,-3.98,0,-20.9,19.12,-42.57,19.12,0,1,0,0.4,3.33,-10.43,124.27,219.38,-32.58,224.56
RGS,2024-06-25,2024,6,1,2,14.19,24.27,12.82,20.52,44456800,5.07,304.73,179.88,5.07,0,0,1,$5-10,89.31,21780,19250,21285,2041.18,2088.64,1,1,2.33,2.22,7.64,10.22,15.49,2.63,-10.27,-32.4,-9.27,2.67,3.58,3.64,0.4557,8.99,9.6,69.62,53.85,0,0,24.31,0.9753,0.0,1.0,-0.1357,-0.2506,0.1149,88.24,87.6,-11.76,78.36,145.74,34.44,39.95,18.73,5.58,7.57,11.55,-4.36,0,-3.24,31.01,-37.94,31.01,0,4,0,0.8,179.88,-3.22,12.09,-6.19,-16.86,25.63
TII,2021-04-15,2021,4,3,2,0.6917,0.7281,0.4265,0.6605,22000,0.0013,50699.99,53099.99,0.0013,1,1,1,<$1,70.73,1080,846,663,20.37,33.17,1,1,62.82,-99.79,-99.79,-99.79,-99.81,-99.82,-99.79,-99.82,-99.79,44.04,31.29,22.23,0.0494,494.09,1.01,0.6,4.22,1,1,97.43,-0.5243,1.0,0.0,-0.0747,-0.0305,-0.0442,0.0,0.0,-100.0,10.82,-598.85,36.32,-60.17,-94.85,-99.74,-99.77,-99.8,-99.81,1,-99.82,0.0,-99.84,0.0,2,0,1,0.0,53099.99,-1.57,-11.22,3.35,-90.16,4.33
TII,2022-03-23,2022,3,2,1,0.7222,0.7222,0.7086,0.7086,4000,0.139,409.8,419.61,0.139,1,1,1,<$1,1.92,26,60,706,149.25,5.66,1,1,-96.21,0.0,0.0,-81.35,-80.38,-79.23,-77.33,-77.43,-81.35,35.9,26.08,19.22,0.0666,47.9,0.47,9.86,17.38,1,1,162.23,0.0217,0.0,0.0,-0.1112,-0.0337,-0.0775,0.0,0.0,-100.0,93.5,-166.67,41.0,-1.15,-486.21,-46.6,-72.98,-77.6,-78.23,1,-83.22,0.0,-83.22,0.0,0,0,0,0.0,419.61,3.85,3.85,5.41,3.85,5.41
VBIX,2022-09-07,2022,9,2,3,1.6,1.6,1.6,1.6,75,0.12,1233.33,1233.33,0.12,1,1,1,<$1,0.0,591,296,157,0.13,0.48,1,1,275.85,-96.43,-95.22,-95.22,-95.22,-95.13,-94.64,-96.43,-96.43,49.16,33.43,24.09,0.3962,330.19,5.02,19.28,24.98,1,1,100.18,-0.4525,1.0,0.0,-0.1977,-0.0513,-0.1464,0.0,33.33,-100.0,96.51,-492.27,13.96,58.62,59.18,-94.55,-94.9,-95.42,-95.43,1,-96.43,0.0,-96.43,0.0,1,0,1,0.2,1233.33,0.0,0.0,25.0,-37.5,25.0
VBIX,2023-04-17,2023,4,0,2,2.6,2.6,2.6,2.6,50,0.8,225.0,225.0,0.8,1,1,1,<$1,0.0,200,155,82,0.25,0.61,1,1,142.42,-76.47,-76.47,-76.47,-77.78,-60.78,-82.76,-64.91,-76.47,33.66,24.34,26.06,0.4257,53.21,33.57,6.91,17.12,1,1,109.65,-0.1671,1.0,0.0,-0.261,-0.1333,-0.1277,11.37,66.24,-88.63,48.16,-200.03,41.73,-15.56,-29.63,-72.22,-75.31,-73.15,-78.7,1,-77.78,81.49,-83.33,81.49,1,0,1,0.2,225.0,0.0,0.0,0.0,-0.02,0.0
VBIX,2023-06-21,2023,6,2,2,3.92,3.92,3.92,3.92,25,1.24,216.13,216.13,1.24,1,0,1,$1-5,0.0,0,5,10,25.0,2.5,1,1,-100.0,0.0,0.0,0.0,0.0,0.0,-52.31,-63.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,17.29,1,1,0.0,,0.0,1.0,-0.353,-0.419,0.0661,,,,0.0,,57.01,0.0,0.0,0.0,0.0,0.0,-48.69,0,0.0,0.0,-65.56,181.31,0,0,0,0.0,216.13,0.0,0.0,0.0,0.0,0.0
VBIX,2024-03-01,2024,3,4,1,2.992,2.992,2.992,2.992,75,0.524,470.99,470.99,0.524,1,1,1,<$1,0.0,20,10,5,3.75,15.0,1,1,300.0,0.0,0.0,15.93,15.93,15.93,15.93,-56.33,-13.74,7.12,5.04,3.56,0.1957,37.35,25.46,98.15,66.59,0,0,22.8,1.0801,0.0,0.0,-0.0044,-0.0205,0.0161,2.63,2.63,-97.37,90.37,11.87,97.85,13.04,13.04,5.82,10.64,13.22,-4.21,0,-83.58,15.93,-83.58,15.93,0,0,0,0.0,470.99,12.3,12.3,12.3,7.01,13.37
VBIX,2024-07-16,2024,7,1,3,0.2,0.6,0.2,0.6,25050,0.1844,225.38,8.46,0.1844,1,1,1,<$1,200.0,0,0,0,25050.0,25050.0,1,1,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,-94.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,,0.0,0.0,-0.012,-0.0175,0.0055,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-94.51,0.0,0,0,0,0.0,8.46,0.0,266.67,400.0,0.0,553.33
VBIX,2024-07-18,2024,7,3,3,1.2,1.908,1.2,1.908,300,0.6,218.0,100.0,0.6,1,1,1,<$1,59.0,5010,2505,1252,0.06,0.24,1,1,300.0,0.0,225.38,225.38,225.38,225.38,225.38,-64.71,-69.27,100.79,71.27,50.4,0.0297,4.95,10.0,99.9,93.3,0,0,226.45,1.231,0.0,0.0,0.0512,0.0067,0.0445,100.0,,-0.0,,404.1,88.09,11133.33,11133.33,71.12,124.28,165.53,198.47,0,0.0,225.38,-64.71,225.38,0,0,0,0.2,100.0,15.3,57.23,92.85,9.01,105.45
VS,2024-10-16,2024,10,2,4,3.74,9.59,3.4801,3.95,110118700,1.15,243.48,225.22,1.15,1,0,1,$1-5,175.57,455760,239050,137360,241.62,801.68,0,0,231.8,4.55,4.55,1.5,-2.54,-12.22,-8.0,-27.67,-5.22,2.97,2.38,2.51,0.0725,6.3,6.27,48.89,41.82,0,0,18.0,0.394,0.0,1.0,-0.0634,-0.0654,0.002,57.69,41.45,-42.31,93.1,-101.14,21.58,22.7,19.82,3.18,1.48,-1.91,-13.22,0,-15.44,15.0,-38.5,15.0,0,1,0,0.6,225.22,-23.29,-29.62,-30.89,-35.95,-7.34
VTGN,2023-08-07,2023,8,0,3,21.6,24.71,10.7,13.05,53904100,1.68,676.79,1185.71,1.68,1,0,1,$1-5,130.93,116160,137750,112140,464.05,480.69,0,0,3.58,-1.18,-2.89,-7.69,-10.16,-5.62,-33.6,-60.0,-7.69,1.6,4.1,3.42,0.1107,6.59,6.38,34.33,35.12,0,0,14.58,0.1328,0.0,1.0,-0.107,-0.1298,0.0229,16.13,20.32,-83.87,50.66,-135.83,18.53,-10.26,4.0,-3.78,-4.11,-5.35,-25.2,1,-13.4,3.07,-68.89,3.7,4,0,0,0.0,1185.71,-43.14,-42.38,-46.67,-54.71,-10.42
WAFU,2020-06-11,2020,6,3,2,11.0,15.39,6.01,7.15,65019500,2.22,222.07,395.5,2.22,1,0,1,$1-5,156.07,93080,53980,58980,698.53,1102.4,1,0,57.82,4.23,11.0,12.12,3.5,30.59,39.62,63.24,-10.81,2.72,5.66,9.19,0.2669,12.02,13.52,68.31,63.16,0,0,49.11,0.7651,0.0,0.0,0.1138,0.1108,0.003,51.03,45.73,-48.97,91.13,116.83,59.44,53.23,287.05,7.45,8.27,13.02,28.35,0,-18.35,45.1,-18.35,85.0,0,2,0,0.6,395.5,-23.92,6.29,-10.77,-39.02,21.68
WLDS,2023-05-25,2023,5,3,2,170.4,458.4,156.0,338.4,469192,108.72,211.26,56.73,108.72,0,0,0,$50+,193.85,127,1296,706,3677.05,664.25,1,1,-81.94,-2.16,1.57,-7.55,-6.02,-19.82,-14.53,-29.22,-8.98,7.99,7.99,6.07,11.5886,10.66,9.98,43.42,42.96,0,0,32.69,0.2621,0.0,0.0,-5.7166,-5.2626,-0.454,48.46,48.21,-51.54,82.84,-83.39,21.76,-2.24,1359.68,-2.45,-1.71,-7.78,-14.03,1,-22.96,16.15,-35.29,16.15,1,0,1,0.8,56.73,-17.02,4.26,43.26,-24.82,67.38
