strategy,ticker,date,scan_time,price,rsi7,intraday,ret3d,consec_down,dist_low5,tp_price,sl_price,ret1d,rsi14,ret5d,hold_days,vol_avg
1,COZX,2026-07-02,07:19 KST,15.44,13.1,26.5,-32.9,7.0,3.6,16.21,12.35,,,,,
3,KEEL,2026-07-02,07:19 KST,4.59,21.6,20.6,,4.0,1.55,4.82,3.67,-14.7,,,,
4,WHLR,2026-07-02,07:19 KST,1.03,,43.6,,,,1.24,,,23.7,-45.5,30.0,
4,AEMS,2026-07-02,07:19 KST,2.58,,354.5,,,,3.1,,,8.4,-78.6,30.0,
5,STI,2026-07-02,07:19 KST,7.85,,21.5,,5.0,,8.63,,,,-36.8,30.0,8757569.0
5,IREG,2026-07-02,07:19 KST,9.27,,34.9,,9.0,,10.2,,,,-34.9,30.0,427169.0
