strategy,ticker,date,scan_time,price,rsi7,intraday,ret1d,consec_down,dist_low5,tp_price,sl_price
3,ULH,2026-05-05,07:11 KST,12.28,10.6,33.8,-23.9,5,0.82,12.89,9.82
