strategy,ticker,date,scan_time,price,rsi7,intraday,ret3d,consec_down,dist_low5,tp_price,sl_price,ret1d,rsi14,ret5d,hold_days,vol_avg
1,AIAI,2026-07-16,07:18 KST,6.93,9.1,22.6,-31.3,6.0,1.6,7.28,5.54,,,,,
1,PLU,2026-07-16,07:18 KST,9.6,16.7,24.2,-28.8,11.0,4.3,10.08,7.68,,,,,
3,ENLV,2026-07-16,07:18 KST,4.75,5.4,25.0,,5.0,0.32,4.99,3.8,-18.7,,,,
3,AIAI,2026-07-16,07:18 KST,6.93,9.1,22.6,,6.0,1.61,7.28,5.54,-16.9,,,,
3,AMSS,2026-07-16,07:18 KST,1.24,17.6,24.0,,4.0,2.48,1.3,0.99,-8.1,,,,
3,SST,2026-07-16,07:18 KST,1.91,20.6,28.8,,4.0,0.0,2.01,1.53,-24.8,,,,
3,WYFL,2026-07-16,07:18 KST,11.99,27.6,27.7,,5.0,1.61,12.59,9.59,-23.7,,,,
4,JAGX,2026-07-16,07:18 KST,1.34,,56.7,,,,1.6,,,20.8,-43.7,30.0,
5,AIAI,2026-07-16,07:18 KST,6.93,,22.6,,6.0,,7.62,,,,-38.6,30.0,403166.0
