strategy,ticker,date,scan_time,price,rsi7,intraday,ret3d,consec_down,dist_low5,tp_price,sl_price
1,RGC,2026-06-22,07:58 KST,10.51,7.3,44.2,-37.2,7,3.4,11.04,8.41
